Symbol,Name,Sector
CBC,Công ty Cổ phần Chè Bàu Cạn,Hàng Tiêu dùng
BHK,Công ty Cổ phần Bia Hà Nội - Kim Bài,Hàng Tiêu dùng
BHN,Tổng Công ty Cổ phần Bia - Rượu - Nước giải khát Hà Nội,Hàng Tiêu dùng
BHP,Công ty Cổ phần Bia Hà Nội - Hải Phòng,Hàng Tiêu dùng
BHG,Công ty Cổ phần Chè Biển Hồ,Hàng Tiêu dùng
BSP,Công ty Cổ phần Bia Sài Gòn - Phú Thọ,Hàng Tiêu dùng
CPA,Công ty Cổ phần Cà phê Phước An,Hàng Tiêu dùng
CFV,Công ty Cổ phần Cà phê Thắng Lợi,Hàng Tiêu dùng
CTP,Công ty Cổ phần Minh Khang Capital Trading Public,Hàng Tiêu dùng
BSD,"Công ty Cổ phần Bia, Rượu Sài Gòn - Đồng Xuân",Hàng Tiêu dùng
EPC,Công ty Cổ phần Cà Phê Ea Pốk,Hàng Tiêu dùng
FGL,Công ty Cổ phần Cà phê Gia Lai,Hàng Tiêu dùng
HAD,Công ty Cổ phần Bia Hà Nội - Hải Dương,Hàng Tiêu dùng
HNR,Công ty Cổ phần Rượu và Nước Giải Khát Hà Nội,Hàng Tiêu dùng
HLB,Công ty Cổ phần Bia và Nước giải khát Hạ Long,Hàng Tiêu dùng
BBM,Công ty Cổ phần Bia Hà Nội - Nam Định,Hàng Tiêu dùng
HAT,Công ty Cổ phần Thương mại Bia Hà Nội,Hàng Tiêu dùng
HAV,Công ty Cổ phần Rượu Hapro,Hàng Tiêu dùng
HBH,Công ty Cổ phần HABECO - Hải Phòng,Hàng Tiêu dùng
HKT,Công ty Cổ phần Đầu tư Ego Việt Nam,Hàng Tiêu dùng
IFS,Công ty Cổ phần Thực phẩm Quốc tế,Hàng Tiêu dùng
NAF,Công ty Cổ phần Nafoods Group,Hàng Tiêu dùng
PCF,Công ty Cổ phần Cà phê PETEC,Hàng Tiêu dùng
BQB,Công ty Cổ phần Bia Hà Nội - Quảng Bình,Hàng Tiêu dùng
QHW,Công ty Cổ phần Nước khoáng Quảng Ninh,Hàng Tiêu dùng
BSH,Công ty Cổ phần Bia Sài Gòn - Hà Nội,Hàng Tiêu dùng
BSQ,Công ty Cổ phần Bia Sài Gòn - Quảng Ngãi,Hàng Tiêu dùng
SKV,Công ty Cổ phần Nước Giải khát Yến sào Khánh Hòa,Hàng Tiêu dùng
SKH,Công ty Cổ phần Nước giải khát Sanest Khánh Hòa,Hàng Tiêu dùng
BSL,Công ty Cổ phần Bia Sài Gòn - Sông Lam,Hàng Tiêu dùng
SBL,Công ty Cổ phần Bia Sài Gòn - Bạc Liêu,Hàng Tiêu dùng
SCD,Công ty Cổ phần Nước giải khát Chương Dương,Hàng Tiêu dùng
SKN,Công ty Cổ phần Nước giải khát Sanna Khánh Hòa,Hàng Tiêu dùng
SMB,Công ty Cổ phần Bia Sài Gòn - Miền Trung,Hàng Tiêu dùng
THB,Công ty Cổ phần Bia Hà Nội - Thanh Hóa,Hàng Tiêu dùng
BTB,Công ty Cổ phần Bia Hà Nội - Thái Bình,Hàng Tiêu dùng
TAN,Công ty Cổ phần Cà phê Thuận An,Hàng Tiêu dùng
FCC,Công ty Cổ phần Liên hợp Thực phẩm,Hàng Tiêu dùng
VCF,Công ty Cổ phần VinaCafé Biên Hòa,Hàng Tiêu dùng
VDL,Công ty Cổ phần Thực phẩm Lâm Đồng,Hàng Tiêu dùng
SB1,Công ty Cổ phần Bia Sài Gòn - Nghệ Tĩnh,Hàng Tiêu dùng
VTL,Công ty Cổ phần Vang Thăng Long,Hàng Tiêu dùng
WSB,Công ty Cổ phần Bia Sài Gòn - Miền Tây,Hàng Tiêu dùng
CLC,Công ty Cổ phần Cát Lợi,Hàng Tiêu dùng
HJC,Công ty Cổ phần Hòa Việt,Hàng Tiêu dùng
NST,Công ty Cổ phần Ngân Sơn,Hàng Tiêu dùng
VTJ,Công ty Cổ phần Thương mại và Đầu tư VI NA TA BA,Hàng Tiêu dùng
BEL,Công ty Cổ phần Điện tử Biên Hòa,Hàng Tiêu dùng
GLT,Công ty Cổ phần Kỹ thuật điện Toàn Cầu,Hàng Tiêu dùng
NHT,Công ty Cổ phần Sản xuất và Thương mại Nam Hoa,Hàng Tiêu dùng
DCS,Công ty Cổ phần Tập đoàn Đại Châu,Hàng Tiêu dùng
DQC,Công ty Cổ phần Tập đoàn Điện Quang,Hàng Tiêu dùng
FBA,Công ty Cổ phần Tập đoàn Quốc tế FBA,Hàng Tiêu dùng
GDT,Công ty Cổ phần Chế biến Gỗ Đức Thành,Hàng Tiêu dùng
KSD,Công ty Cổ phần Đầu tư DNA,Hàng Tiêu dùng
RAL,Công ty Cổ phần Bóng đèn Phích nước Rạng Đông,Hàng Tiêu dùng
SHE,Công ty Cổ phần Phát triển Năng Lượng Sơn Hà,Hàng Tiêu dùng
TLG,Công ty Cổ phần Tập đoàn Thiên Long,Hàng Tiêu dùng
XHC,Công ty Cổ phần Xuân Hòa Việt Nam,Hàng Tiêu dùng
SGI,Công ty Cổ phần Đầu tư phát triển Sài Gòn 3 Group,Hàng Tiêu dùng
AAT,Công ty Cổ phần Tập đoàn Tiên Sơn Thanh Hóa,Hàng Tiêu dùng
AG1,Công ty Cổ phần 28.1,Hàng Tiêu dùng
ASA,Công ty Cổ phần ASA,Hàng Tiêu dùng
A32,Công ty Cổ phần 32,Hàng Tiêu dùng
BBT,Công ty Cổ phần Bông Bạch Tuyết,Hàng Tiêu dùng
BDG,Công ty Cổ phần May mặc Bình Dương,Hàng Tiêu dùng
BKG,Công ty Cổ phần Đầu tư BKG Việt Nam,Hàng Tiêu dùng
BMG,Công ty Cổ phần May Bình Minh,Hàng Tiêu dùng
BVN,Công ty Cổ phần Bông Việt Nam,Hàng Tiêu dùng
STK,Công ty Cổ phần Sợi Thế Kỷ,Hàng Tiêu dùng
DCG,Công ty Cổ phần Tổng Công ty May Đáp Cầu,Hàng Tiêu dùng
ADS,Công ty Cổ phần DAMSAN,Hàng Tiêu dùng
DM7,Công ty Cổ phần Dệt may 7,Hàng Tiêu dùng
MGG,Tổng Công ty Đức Giang - Công ty Cổ phần,Hàng Tiêu dùng
EVE,Công ty Cổ phần Everpia,Hàng Tiêu dùng
FTM,Công ty Cổ phần Đầu tư và Phát triển Đức Quân,Hàng Tiêu dùng
G20,Công ty Cổ phần Đầu tư Dệt may Vĩnh Phúc,Hàng Tiêu dùng
M10,Tổng công ty May 10 - Công ty Cổ phần,Hàng Tiêu dùng
GIL,Công ty Cổ phần Sản xuất Kinh doanh Xuất nhập khẩu Bình Thạnh,Hàng Tiêu dùng
GMC,Công ty Cổ phần Garmex Sài Gòn,Hàng Tiêu dùng
HCB,Công ty Cổ phần Dệt may 29/3,Hàng Tiêu dùng
HLT,Công ty Cổ phần Dệt may Hoàng Thị Loan,Hàng Tiêu dùng
HSM,Tổng Công ty Cổ phần Dệt May Hà Nội,Hàng Tiêu dùng
HDM,Công ty Cổ phần Dệt May Huế,Hàng Tiêu dùng
HTG,Tổng Công ty Cổ phần Dệt may Hòa Thọ,Hàng Tiêu dùng
HNI,Công ty Cổ phần May Hữu Nghị,Hàng Tiêu dùng
HUG,Tổng công ty May Hưng Yên - Công ty Cổ phần,Hàng Tiêu dùng
KMR,Công ty Cổ phần Mirae,Hàng Tiêu dùng
LGM,Công ty Cổ phần Giày da và may mặc xuất khẩu (Legamex),Hàng Tiêu dùng
LIX,Công ty Cổ phần Bột Giặt LiX,Hàng Tiêu dùng
MPT,Công ty Cổ phần Tập đoàn MPT,Hàng Tiêu dùng
NJC,Công ty Cổ phần May Nam Định,Hàng Tiêu dùng
NET,Công ty Cổ phần Bột giặt Net,Hàng Tiêu dùng
MNB,Tổng Công ty May Nhà Bè - Công ty Cổ phần,Hàng Tiêu dùng
NTT,Công ty Cổ phần Dệt - May Nha Trang,Hàng Tiêu dùng
PNJ,Công ty Cổ phần Vàng bạc Đá quý Phú Nhuận,Hàng Tiêu dùng
PPH,Tổng Công ty Cổ phần Phong Phú,Hàng Tiêu dùng
PTG,Công ty Cổ phần May Xuất Khẩu Phan Thiết,Hàng Tiêu dùng
MSH,Công ty Cổ phần May Sông Hồng,Hàng Tiêu dùng
SPB,Công ty Cổ phần Sợi Phú Bài,Hàng Tiêu dùng
SSF,Công ty Cổ phần Giáo dục G Sài Gòn,Hàng Tiêu dùng
SVD,Công ty Cổ phần Đầu tư & Thương mại Vũ Đăng,Hàng Tiêu dùng
TCM,Công ty Cổ phần Dệt may - Đầu tư - Thương mại Thành Công,Hàng Tiêu dùng
GTD,Công ty Cổ phần Giầy Thượng Đình,Hàng Tiêu dùng
TDT,Công ty Cổ phần Đầu tư và Phát triển TDT,Hàng Tiêu dùng
CET,Công ty Cổ phần HTC Holding,Hàng Tiêu dùng
TET,Công ty Cổ phần Vải sợi May mặc Miền Bắc,Hàng Tiêu dùng
TLI,Công ty Cổ phần May Quốc tế Thắng Lợi,Hàng Tiêu dùng
TNG,Công ty Cổ phần Đầu tư và Thương mại TNG,Hàng Tiêu dùng
TTG,Công ty Cổ phần May Thanh Trì,Hàng Tiêu dùng
VDN,Công ty Cổ phần Vinatex Đà Nẵng,Hàng Tiêu dùng
NDT,Tổng Công ty Cổ phần Dệt may Nam Định,Hàng Tiêu dùng
TVT,Tổng Công ty Việt Thắng - CTCP,Hàng Tiêu dùng
VGT,Tập đoàn Dệt May Việt Nam,Hàng Tiêu dùng
VGG,Tổng Công Ty Cổ phần May Việt Tiến,Hàng Tiêu dùng
VTI,Công ty Cổ phần Sản xuất - Xuất nhập khẩu Dệt may,Hàng Tiêu dùng
X20,Công ty Cổ phần X20,Hàng Tiêu dùng
X26,Công ty Cổ phần 26,Hàng Tiêu dùng
XPH,Công ty Cổ phần Xà phòng Hà Nội,Hàng Tiêu dùng
ODE,Công ty cổ phần Tập đoàn Truyền thông và Giải trí ODE,Dịch vụ Tiêu dùng
ADC,Công ty Cổ phần Mĩ thuật và Truyền thông,Dịch vụ Tiêu dùng
ALT,Công ty Cổ phần Văn hóa Tân Bình,Dịch vụ Tiêu dùng
BDB,Công ty Cổ phần Sách và Thiết bị Bình Định,Dịch vụ Tiêu dùng
BED,Công ty Cổ phần Sách và Thiết bị trường học Đà Nẵng,Dịch vụ Tiêu dùng
BST,Công ty Cổ phần Sách và Thiết bị Bình Thuận,Dịch vụ Tiêu dùng
ADG,Công ty Cổ phần Clever Group,Dịch vụ Tiêu dùng
DAD,Công ty Cổ phần Đầu tư và Phát triển Giáo dục Đà Nẵng,Dịch vụ Tiêu dùng
DAE,Công ty Cổ phần Sách Giáo dục tại TP.Đà Nẵng,Dịch vụ Tiêu dùng
DST,Công ty Cổ phần Đầu tư Sao Thăng Long,Dịch vụ Tiêu dùng
EBS,Công ty Cổ phần Sách Giáo dục tại Thành phố Hà Nội,Dịch vụ Tiêu dùng
ECI,Công ty Cổ phần Tập đoàn ECI,Dịch vụ Tiêu dùng
EID,Công ty Cổ phần Đầu tư và Phát triển Giáo dục Hà Nội,Dịch vụ Tiêu dùng
FHS,Công ty Cổ phần Phát hành sách Thành phố Hồ Chí Minh - FAHASA,Dịch vụ Tiêu dùng
FOC,Công ty Cổ phần Dịch vụ Trực tuyến FPT,Dịch vụ Tiêu dùng
HEV,Công ty Cổ phần Sách Đại học - Dạy nghề,Dịch vụ Tiêu dùng
HTP,Công ty Cổ phần In Sách Giáo Khoa Hòa Phát,Dịch vụ Tiêu dùng
IHK,Công ty Cổ phần In Hàng Không,Dịch vụ Tiêu dùng
IN4,Công ty Cổ phần In số 4,Dịch vụ Tiêu dùng
IBD,Công ty Cổ phần In Tổng hợp Bình Dương,Dịch vụ Tiêu dùng
LBE,Công ty Cổ phần Sách và Thiết bị Trường học Long An,Dịch vụ Tiêu dùng
NBE,Công ty Cổ phần Sách và Thiết bị Giáo dục Miền Bắc,Dịch vụ Tiêu dùng
PNC,Công ty Cổ phần Văn hóa Phương Nam,Dịch vụ Tiêu dùng
RGC,Công ty Cổ phần Đầu tư PV-Inconess,Dịch vụ Tiêu dùng
QST,Công ty Cổ phần Sách và Thiết bị trường học Quảng Ninh,Dịch vụ Tiêu dùng
SAP,Công ty Cổ phần In Sách Giáo khoa TP.Hồ Chí Minh,Dịch vụ Tiêu dùng
VNB,Công ty Cổ phần Sách Việt Nam,Dịch vụ Tiêu dùng
SED,Công ty Cổ phần Đầu tư và Phát triển Giáo dục Phương Nam,Dịch vụ Tiêu dùng
SGD,Công ty Cổ phần Sách Giáo dục tại Thành phố Hồ Chí Minh,Dịch vụ Tiêu dùng
SMN,Công ty Cổ phần Sách và thiết bị giáo dục Miền Nam,Dịch vụ Tiêu dùng
STC,Công ty Cổ phần Sách và Thiết bị trường học Thành phố Hồ Chí Minh,Dịch vụ Tiêu dùng
STH,Công ty Cổ phần Phát hành sách Thái Nguyên,Dịch vụ Tiêu dùng
TPH,Công ty Cổ phần In Sách giáo khoa tại Thành phố Hà Nội,Dịch vụ Tiêu dùng
VEF,Công ty Cổ phần Trung tâm Hội chợ Triển lãm Việt Nam,Dịch vụ Tiêu dùng
VNZ,Công ty Cổ phần VNG,Dịch vụ Tiêu dùng
VNX,Công ty Cổ phần Quảng cáo và Hội chợ Thương mại Vinexad,Dịch vụ Tiêu dùng
VPR,Công ty Cổ phần VINAPRINT,Dịch vụ Tiêu dùng
CAB,Công ty Cổ phần Tổng Công ty Truyền hình Cáp Việt Nam,Dịch vụ Tiêu dùng
EPH,Công ty Cổ phần Dịch vụ Xuất bản Giáo dục Hà Nội,Dịch vụ Tiêu dùng
YEG,Công ty Cổ phần Tập đoàn Yeah1,Dịch vụ Tiêu dùng
DSD,Công ty cổ phần DHC Suối Đôi,Dịch vụ Tiêu dùng
ATS,Công ty Cổ phần Tập đoàn Dược phẩm Atesco,Dịch vụ Tiêu dùng
BCV,Công ty cổ phần Du lịch và Thương mại Bằng Giang Cao Bằng - Vimico,Dịch vụ Tiêu dùng
VTG,Công ty Cổ phần Du lịch tỉnh Bà Rịa - Vũng Tàu,Dịch vụ Tiêu dùng
BTV,Công ty Cổ phần Dịch vụ Du lịch Bến Thành,Dịch vụ Tiêu dùng
BLN,Công ty Cổ phần Vận tải và Dịch vụ Liên Ninh,Dịch vụ Tiêu dùng
CTC,Công ty Cổ phần Tập đoàn Hoàng Kim Tây Nguyên,Dịch vụ Tiêu dùng
DAH,Công ty Cổ phần Tập đoàn Khách sạn Đông Á,Dịch vụ Tiêu dùng
DLD,Công ty Cổ phần Du lịch Đắk Lắk,Dịch vụ Tiêu dùng
DNT,Công ty Cổ phần Du lịch Đồng Nai,Dịch vụ Tiêu dùng
DSN,Công ty Cổ phần Công viên nước Đầm Sen,Dịch vụ Tiêu dùng
DTI,Công ty Cổ phần Đầu tư Đức Trung,Dịch vụ Tiêu dùng
DXL,Công ty Cổ phần Du lịch và Xuất nhập khẩu Lạng Sơn,Dịch vụ Tiêu dùng
GTT,Công ty Cổ phần Thuận Thảo,Dịch vụ Tiêu dùng
HES,Công ty Cổ phần Dịch vụ Giải trí Hà Nội,Dịch vụ Tiêu dùng
HGT,Công ty Cổ phần Du lịch Hương Giang,Dịch vụ Tiêu dùng
HHG,Công ty Cổ phần Hoàng Hà,Dịch vụ Tiêu dùng
HRT,Công ty Cổ phần Vận tải đường sắt Hà Nội,Dịch vụ Tiêu dùng
TSJ,Công ty Cổ phần Du lịch Dịch vụ Hà Nội,Dịch vụ Tiêu dùng
HOT,Công ty Cổ phần Du lịch - Dịch vụ Hội An,Dịch vụ Tiêu dùng
KLF,Công ty Cổ phần Đầu tư Thương mại và Xuất nhập khẩu CFS,Dịch vụ Tiêu dùng
MAS,Công ty cổ phần Dịch vụ Hàng Không Sân Bay Đà Nẵng,Dịch vụ Tiêu dùng
MTC,Công ty Cổ phần Dịch vụ Du lịch Mỹ Trà,Dịch vụ Tiêu dùng
NWT,Công ty Cổ phần Vận tải Newway,Dịch vụ Tiêu dùng
ONW,Công ty Cổ phần Dịch vụ Một Thế giới,Dịch vụ Tiêu dùng
PDC,Công ty Cổ phần Du lịch Dầu khí Phương Đông,Dịch vụ Tiêu dùng
PGT,Công ty Cổ phần PGT Holdings,Dịch vụ Tiêu dùng
EIN,Công ty Cổ phần Đầu tư - Thương Mại - Dịch vụ Điện lực,Dịch vụ Tiêu dùng
DSP,Công ty Cổ phần Dịch vụ Du lịch Phú Thọ,Dịch vụ Tiêu dùng
RIC,Công ty Cổ phần Quốc Tế Hoàng Gia,Dịch vụ Tiêu dùng
SCS,Công ty Cổ phần Dịch vụ Hàng hóa Sài Gòn,Dịch vụ Tiêu dùng
BSG,Công ty Cổ phần Xe khách Sài Gòn,Dịch vụ Tiêu dùng
SGH,Công ty Cổ phần Khách sạn Sài Gòn,Dịch vụ Tiêu dùng
SRT,Công ty Cổ phần Vận tải Đường sắt Sài Gòn,Dịch vụ Tiêu dùng
TPS,Công ty Cổ phần Bến bãi vận tải Sài Gòn,Dịch vụ Tiêu dùng
SHX,Công ty Cổ phần Sài Gòn Hỏa xa,Dịch vụ Tiêu dùng
SKG,Công ty Cổ phần Tàu Cao tốc Superdong - Kiên Giang,Dịch vụ Tiêu dùng
STT,Công ty Cổ phần Vận chuyển Sài Gòn Tourist,Dịch vụ Tiêu dùng
TCT,Công ty Cổ phần Cáp treo Núi Bà Tây Ninh,Dịch vụ Tiêu dùng
TSD,Công ty Cổ phần Du lịch Trường Sơn Coecco,Dịch vụ Tiêu dùng
TTT,Công ty Cổ phần Du Lịch - Thương Mại Tây Ninh,Dịch vụ Tiêu dùng
VTD,Công ty Cổ phần Vietourist Holdings,Dịch vụ Tiêu dùng
VTR,Công ty Cổ phần Du lịch và tiếp thị giao thông vận tải Việt Nam - Vietravel,Dịch vụ Tiêu dùng
VIR,Công ty Cổ phần Du lịch Quốc tế Vũng Tàu,Dịch vụ Tiêu dùng
HVN,Tổng Công ty Hàng không Việt Nam - CTCP,Dịch vụ Tiêu dùng
VNG,Công ty Cổ phần Du Lịch Thành Thành Công,Dịch vụ Tiêu dùng
VNS,Công ty Cổ phần Ánh Dương Việt Nam,Dịch vụ Tiêu dùng
VTM,Công ty Cổ phần Vận tải và Đưa đón thợ mỏ - Vinacomin,Dịch vụ Tiêu dùng
DLT,Công ty Cổ phần Du lịch và Thương mại - Vinacomin,Dịch vụ Tiêu dùng
AFX,Công ty Cổ phần Xuất Nhập khẩu Nông sản Thực phẩm An Giang,Dịch vụ Tiêu dùng
AGX,Công ty Cổ phần Thực phẩm Nông sản Xuất khẩu Sài Gòn,Dịch vụ Tiêu dùng
DHT,Công ty Cổ phần Dược phẩm Hà Tây,Dịch vụ Tiêu dùng
FHN,Công ty Cổ phần Xuất nhập khẩu Lương thực - Thực phẩm Hà Nội,Dịch vụ Tiêu dùng
TH1,Công ty Cổ phần Xuất nhập khẩu Tổng hợp I Việt Nam,Dịch vụ Tiêu dùng
ABS,Công ty Cổ phần Dịch vụ Nông nghiệp Bình Thuận,Dịch vụ Tiêu dùng
BSC,Công ty Cổ phần Dịch vụ Bến Thành,Dịch vụ Tiêu dùng
BTT,Công ty Cổ phần Thương mại - Dịch vụ Bến Thành,Dịch vụ Tiêu dùng
CEN,Công ty Cổ phần CENCON Việt Nam,Dịch vụ Tiêu dùng
CMV,Công ty Cổ phần Thương nghiệp Cà Mau,Dịch vụ Tiêu dùng
COM,Công ty Cổ phần Vật tư Xăng dầu,Dịch vụ Tiêu dùng
CPH,Công ty Cổ phần Phục vụ Mai táng Hải Phòng,Dịch vụ Tiêu dùng
DGW,Công ty Cổ phần Thế Giới Số,Dịch vụ Tiêu dùng
FRT,Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,Dịch vụ Tiêu dùng
HTM,Tổng Công ty Thương mại Hà Nội – Công ty cổ phần,Dịch vụ Tiêu dùng
HFX,Công ty Cổ phần Sản xuất - Xuất nhập khẩu Thanh Hà,Dịch vụ Tiêu dùng
HTT,Công ty Cổ phần Thương mại Hà Tây,Dịch vụ Tiêu dùng
KGM,Công ty Cổ phần Xuất nhập khẩu Kiên Giang,Dịch vụ Tiêu dùng
DKC,Công ty Cổ phần Chợ Lạng Sơn,Dịch vụ Tiêu dùng
LBC,Công ty Cổ phần Thương mại - Đầu tư Long Biên,Dịch vụ Tiêu dùng
PET,Tổng Công ty Cổ phần Dịch vụ Tổng hợp Dầu khí,Dịch vụ Tiêu dùng
PIT,Công ty Cổ phần Xuất nhập khẩu Petrolimex,Dịch vụ Tiêu dùng
PNG,Công ty Cổ phần Thương Mại Phú Nhuận,Dịch vụ Tiêu dùng
PSD,Công ty Cổ phần Dịch vụ Phân phối Tổng hợp Dầu khí,Dịch vụ Tiêu dùng
SAS,Công ty Cổ phần Dịch vụ Hàng không Sân bay Tân Sơn Nhất,Dịch vụ Tiêu dùng
SBV,Công ty Cổ phần Siam Brothers Việt Nam,Dịch vụ Tiêu dùng
AST,Công ty Cổ phần Dịch vụ Hàng không Taseco,Dịch vụ Tiêu dùng
THS,Công ty Cổ phần Thanh Hoa Sông Đà,Dịch vụ Tiêu dùng
TTH,Công ty Cổ phần Thương mại và Dịch vụ Tiến Thành,Dịch vụ Tiêu dùng
TOP,Công ty Cổ phần Phân phối Top One,Dịch vụ Tiêu dùng
TV6,Công ty Cổ phần Thương mại Đầu tư xây lắp điện Thịnh Vượng,Dịch vụ Tiêu dùng
TOS,Công ty Cổ phần Dịch vụ biển Tân Cảng,Dầu khí 
PEQ,Công ty Cổ phần Thiết bị xăng dầu Petrolimex,Dầu khí 
PTV,Công ty Cổ phần Thương mại Dầu khí,Dầu khí 
POS,"Công ty Cổ phần Dịch vụ lắp đặt, vận hành và bảo dưỡng công trình dầu khí biển PTSC",Dầu khí 
PVB,Công ty Cổ phần Bọc ống Dầu khí Việt Nam,Dầu khí 
PVC,Tổng Công ty Hóa chất và Dịch vụ Dầu khí - Công ty Cổ phần,Dầu khí 
PVD,Tổng Công ty Cổ phần Khoan và Dịch vụ khoan Dầu khí,Dầu khí 
PVE,Tổng Công ty Tư vấn Thiết kế Dầu khí - Công ty Cổ phần,Dầu khí 
PVS,Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,Dầu khí 
BSR,Công ty Cổ phần Lọc Hóa dầu Bình Sơn,Dầu khí 
OIL,Tổng Công ty Dầu Việt Nam - Công ty Cổ phần,Dầu khí 
AMV,Công ty Cổ phần Sản xuất Kinh doanh Dược và Trang thiết bị Y tế Việt Mỹ,Dược phẩm và Y tế
TNH,Công ty Cổ phần Bệnh viện Quốc tế Thái Nguyên,Dược phẩm và Y tế
CVN,Công ty Cổ phần Vinam,Dược phẩm và Y tế
DNM,Tổng Công ty Cổ phần Y tế Danameco,Dược phẩm và Y tế
JVC,Công ty Cổ phần Đầu tư và Phát triển Y tế Việt Nhật,Dược phẩm và Y tế
MEF,Công ty Cổ phần MEINFA,Dược phẩm và Y tế
MRF,Công ty Cổ phần MERUFA,Dược phẩm và Y tế
TTD,Công ty Cổ phần Bệnh viện Tim Tâm Đức,Dược phẩm và Y tế
DTH,Công ty Cổ phần Dược - Vật tư Y tế Thanh Hóa,Dược phẩm và Y tế
YTC,Công ty Cổ phần Xuất nhập khẩu Y tế Thành phố Hồ Chí Minh,Dược phẩm và Y tế
GPC,Công ty Cổ phần Tập đoàn Green+,Dược phẩm và Y tế
AGP,Công ty Cổ phần Dược phẩm AGIMEXPHARM,Dược phẩm và Y tế
AMP,Công ty Cổ phần Armephaco,Dược phẩm và Y tế
APC,Công ty Cổ phần Chiếu xạ An Phú,Dược phẩm và Y tế
BCP,Công ty Cổ phần Dược Enlie,Dược phẩm và Y tế
DBD,Công ty Cổ phần Dược - Trang thiết bị y tế Bình Định,Dược phẩm và Y tế
BIO,Công ty Cổ phần Vắc xin và Sinh phẩm Nha Trang,Dược phẩm và Y tế
TW3,Công ty Cổ phần Dược Trung Ương 3,Dược phẩm và Y tế
CNC,Công ty Cổ phần Công nghệ cao Traphaco,Dược phẩm và Y tế
CDP,Công ty Cổ phần Dược phẩm Trung ương Codupha,Dược phẩm và Y tế
DP1,Công ty Cổ phần Dược phẩm Trung ương CPC1,Dược phẩm và Y tế
DTP,Công ty Cổ phần Dược phẩm CPC1 Hà Nội,Dược phẩm và Y tế
DAN,Công ty Cổ phần Dược Danapha,Dược phẩm và Y tế
DBM,Công ty Cổ phần Dược - Vật tư Y tế Đắk Lắk,Dược phẩm và Y tế
DBT,Công ty Cổ phần Dược phẩm Bến Tre,Dược phẩm và Y tế
DCL,Công ty Cổ phần Dược phẩm Cửu Long,Dược phẩm và Y tế
DDN,Công ty Cổ phần Dược - Thiết bị y tế Đà Nẵng,Dược phẩm và Y tế
DHG,Công ty Cổ phần Dược Hậu Giang,Dược phẩm và Y tế
DMC,Công ty Cổ phần Xuất nhập khẩu Y tế DOMESCO,Dược phẩm và Y tế
DPP,Công ty Cổ phần Dược Đồng Nai,Dược phẩm và Y tế
DP2,Công ty Cổ phần Dược phẩm Trung ương 2,Dược phẩm và Y tế
DP3,Công ty Cổ Phần Dược Phẩm Trung Ương 3,Dược phẩm và Y tế
HDP,Công ty Cổ phần Dược Hà Tĩnh,Dược phẩm và Y tế
DHD,Công ty Cổ phần Dược Vật Tư Y Tế Hải Dương,Dược phẩm và Y tế
DHN,Công ty Cổ phần Dược phẩm Hà Nội,Dược phẩm và Y tế
DPH,Công ty Cổ phần Dược phẩm Hải Phòng,Dược phẩm và Y tế
IMP,Công ty Cổ phần Dược phẩm IMEXPHARM,Dược phẩm và Y tế
LDP,Công ty Cổ phần Dược Lâm Đồng - Ladophar,Dược phẩm và Y tế
MED,Công ty Cổ phần Dược Trung ương Mediplantex,Dược phẩm và Y tế
MKP,Công ty Cổ phần Hóa - Dược phẩm Mekophar,Dược phẩm và Y tế
MKV,Công ty Cổ phần Dược Thú Y Cai Lậy,Dược phẩm và Y tế
MTP,Công ty Cổ phần Dược Medipharco,Dược phẩm và Y tế
NDP,Công ty Cổ phần Dược phẩm 2/9,Dược phẩm và Y tế
NTF,Công ty Cổ phần Dược - Vật tư y tế Nghệ An,Dược phẩm và Y tế
NDC,Công ty Cổ phần Nam Dược,Dược phẩm và Y tế
OPC,Công ty Cổ phần Dược Phẩm OPC,Dược phẩm và Y tế
PBC,Công ty Cổ phần Dược Phẩm Trung ương 1 - Pharbaco,Dược phẩm và Y tế
PMC,Công ty Cổ phần Dược phẩm Dược liệu Pharmedic,Dược phẩm và Y tế
PPP,Công ty Cổ phần Dược phẩm Phong Phú,Dược phẩm và Y tế
SPM,Công ty Cổ phần S.P.M,Dược phẩm và Y tế
DTG,Công ty Cổ phần Dược phẩm Tipharco,Dược phẩm và Y tế
TRA,Công ty Cổ phần Traphaco,Dược phẩm và Y tế
TVP,Công ty Cổ phần Dược phẩm TV.Pharm,Dược phẩm và Y tế
UPH,Công ty Cổ phần Dược phẩm TW25,Dược phẩm và Y tế
VDP,Công ty Cổ phần Dược phẩm Trung ương VIDIPHA,Dược phẩm và Y tế
DVM,Công ty Cổ phần Dược liệu Việt Nam,Dược phẩm và Y tế
VHE,Công ty Cổ phần Dược liệu và Thực phẩm Việt Nam,Dược phẩm và Y tế
VMD,Công ty Cổ phần Y Dược phẩm Vimedimex,Dược phẩm và Y tế
DVN,Tổng Công ty Dược Việt Nam - CTCP,Dược phẩm và Y tế
CKV,Công ty Cổ phần CokyVina,Công nghệ Thông tin
ELC,Công ty Cổ phần Công nghệ - Viễn thông ELCOM,Công nghệ Thông tin
ITD,Công ty Cổ phần Công nghệ Tiên Phong,Công nghệ Thông tin
KST,Công ty Cổ phần KASATI,Công nghệ Thông tin
LTC,Công ty Cổ phần Điện nhẹ Viễn Thông,Công nghệ Thông tin
